StudentID,Course Id,Instructor id,Prior Course Grade,Assignment1,Assignment2,Exam,Exam  grades,WEEK1(online libray usage),Average1,Week2(online library usage),Average 2,Week3(Online library usage),Average3,Week(Online library usage),Average4,Week5(Online library usage),Average5,week6(Online library usage),Average 6,week7(Online library usage),Average7,Week1(Library visit),,week2(Library visit),,week3(Library visit),,week4(Library visit),,week5(Library visit),,week6(Library visit),,week7(Library visit),,Quiz attempts,Week1(Engagement Rating),Average,Week2(Engagement Rating),Average,Week3(Engagement Rating),Average,Week4(Engagement Rating),Average,Week5(Engagement Rating),Average,Week6(Engagement Rating),Average,Week7(Engagement Rating),Average,Course access week1,Activity Behaviour1 ,Course access week2,Activity behaviour 2,course access week3,Activity behaviour3,course access week4,Activity behaviour 4,course accessweek5,Activity behaviour week5,course accessweek6,Activity behaviour Week6,courseaccessweek7,Activity Behaviour 7,Assignment 1,Assignment submitted,Assignment 2,Assignment 2
11923,161.322,123456,0.34,0.5,0.68,0.66,High risk,2,3.82,2,4.21,6,3.9,4,4.28,5,4.17,6,4.05,6,3.94,5,3.2,7,3.91,1,3.61,6,3.48,4,3.64,1,3.51,4,3.66,3,0.2,5.7,8.3,7.4,8.6,5.7,3.9,6.1,9,6.8,4.3,6.2,6.4,4.4,6,Very active,9,Very active,5,Active,3,active,8,Very active,7,Very Active,8,Very Active,1,7/21/2016,1,8/21/2016
11903,161.322,123456,0.75,0.8,0.24,0.43,High risk,5,3.82,3,4.21,4,3.9,4,4.28,6,4.17,1,4.05,2,3.94,2,3.2,4,3.91,3,3.61,6,3.48,4,3.64,3,3.51,7,3.66,5,2.3,5.7,4.6,7.4,2.2,5.7,1.2,6.1,4.5,6.8,8.1,6.2,9.9,4.4,8,Very active,4,Active,1,lessactive,4,active,3,Active,7,Very Active,8,Very Active,1,7/23/2016,1,8/24/2016
11837,161.322,123456,0.54,0.6,0.51,0.59,High risk,5,3.82,2,4.21,1,3.9,1,4.28,5,4.17,7,4.05,1,3.94,3,3.2,4,3.91,6,3.61,3,3.48,6,3.64,7,3.51,1,3.66,4,3.2,5.7,2.6,7.4,4.6,5.7,8.9,6.1,5,6.8,6.6,6.2,5.6,4.4,7,Very active,3,Active,8,Veryactive,9,Veryactive,6,Very active,5,Active,1,Less Active,1,7/28/2016,1,8/19/2016
11955,161.322,123456,0.08,0.9,0.53,0.62,High risk,3,3.82,1,4.21,3,3.9,2,4.28,2,4.17,1,4.05,3,3.94,7,3.2,6,3.91,3,3.61,7,3.48,1,3.64,7,3.51,2,3.66,5,4.4,5.7,9,7.4,3.9,5.7,2.5,6.1,8.4,6.8,9.2,6.2,3.7,4.4,6,Very active,5,Active,9,Veryactive,9,Veryactive,2,Less Active,4,Active,8,Very Active,1,7/26/2016,1,8/28/2016
12024,161.322,123456,0.18,0.8,0.6,0.66,High risk,2,3.82,5,4.21,7,3.9,1,4.28,6,4.17,2,4.05,4,3.94,1,3.2,3,3.91,4,3.61,7,3.48,4,3.64,3,3.51,4,3.66,1,5.9,5.7,3,7.4,5.7,5.7,4.4,6.1,2.9,6.8,8.2,6.2,4.9,4.4,2,LessActive,4,Active,3,Active,3,active,5,Active,7,Very Active,6,Very Active,1,7/15/2016,1,8/29/2016
11863,161.322,123456,0.5,0.7,0.63,0.66,High risk,2,3.82,5,4.21,3,3.9,7,4.28,2,4.17,2,4.05,5,3.94,3,3.2,5,3.91,2,3.61,4,3.48,7,3.64,0,3.51,4,3.66,2,6.4,5.7,8,7.4,5.2,5.7,9,6.1,9.1,6.8,9.5,6.2,0.9,4.4,4,Active,7,Very active,5,Active,4,active,4,Active,2,Less Active,1,Less Active,1,7/19/2016,1,8/27/2016
12042,161.322,123456,0.77,0.6,0.68,0.69,Medium risk,1,3.82,1,4.21,7,3.9,6,4.28,5,4.17,3,4.05,5,3.94,7,3.2,4,3.91,3,3.61,7,3.48,2,3.64,4,3.51,6,3.66,4,0.9,5.7,5,7.4,2.9,5.7,5.4,6.1,3.7,6.8,4.4,6.2,4.9,4.4,8,Very active,1,Active,1,lessactive,3,active,6,Very active,5,Active,5,Active,1,7/16/2016,1,8/24/2016
12028,161.322,123456,0.22,0.8,0.83,0.79,Medium risk,5,3.82,4,4.21,3,3.9,2,4.28,2,4.17,7,4.05,2,3.94,3,3.2,1,3.91,1,3.61,4,3.48,5,3.64,7,3.51,3,3.66,4,4.6,5.7,2.2,7.4,3.8,5.7,3.2,6.1,9.5,6.8,2.9,6.2,8.6,4.4,6,Very active,7,Very active,2,lessactive,2,lessactive,8,Very active,3,Active,1,Less Active,1,7/24/2016,1,8/28/2016
11831,161.322,123456,0.72,0.7,0.4,0.54,High risk,2,3.82,3,4.21,4,3.9,7,4.28,6,4.17,1,4.05,7,3.94,2,3.2,2,3.91,0,3.61,6,3.48,2,3.64,5,3.51,5,3.66,1,5.3,5.7,0.4,7.4,9.3,5.7,1.4,6.1,0.7,6.8,3.7,6.2,8.6,4.4,1,LessActive,1,Active,1,lessactive,1,lessactive,2,Less Active,5,Active,6,Very Active,1,7/16/2016,1,8/27/2016
12020,161.322,123456,0.59,0.8,0.46,0.58,High risk,2,3.82,5,4.21,6,3.9,7,4.28,4,4.17,1,4.05,3,3.94,3,3.2,4,3.91,3,3.61,2,3.48,5,3.64,3,3.51,2,3.66,5,7.3,5.7,8.5,7.4,9,5.7,0,6.1,1.9,6.8,1.9,6.2,5.3,4.4,1,LessActive,4,Active,8,Veryactive,5,active,9,Very active,1,Less Active,8,Very Active,1,7/30/2016,1,8/26/2016
11910,161.322,123456,0.01,0.7,0.59,0.65,High risk,4,3.82,3,4.21,4,3.9,4,4.28,1,4.17,1,4.05,1,3.94,0,3.2,3,3.91,1,3.61,5,3.48,7,3.64,5,3.51,4,3.66,1,6.7,5.7,2.1,7.4,1.8,5.7,6,6.1,0.7,6.8,4.8,6.2,7.7,4.4,4,Active,4,Active,9,Veryactive,2,lessactive,8,Very active,4,Active,4,Active,1,7/27/2016,1,8/26/2016
12021,161.322,123456,0.18,0.7,0.64,0.68,Medium risk,5,3.82,2,4.21,1,3.9,4,4.28,1,4.17,4,4.05,1,3.94,4,3.2,4,3.91,6,3.61,1,3.48,5,3.64,6,3.51,2,3.66,5,8.8,5.7,7.9,7.4,0.4,5.7,7.5,6.1,9.9,6.8,8.4,6.2,3.5,4.4,3,Active,3,Active,6,Veryactive,7,Veryactive,3,Active,6,Very Active,4,Active,1,7/18/2016,1,8/23/2016
12031,161.322,123456,0.33,1,0.64,0.71,Medium risk,3,3.82,4,4.21,3,3.9,1,4.28,5,4.17,4,4.05,4,3.94,3,3.2,1,3.91,1,3.61,0,3.48,1,3.64,3,3.51,3,3.66,3,6.6,5.7,8.8,7.4,0.4,5.7,5.6,6.1,2,6.8,3.3,6.2,2.1,4.4,7,Very active,6,Very active,3,Active,6,Veryactive,6,Very active,7,Very Active,7,Very Active,1,7/18/2016,1,8/23/2016
11941,161.322,123456,0.03,0.8,0.81,0.8,Medium risk,2,3.82,6,4.21,2,3.9,5,4.28,1,4.17,4,4.05,3,3.94,3,3.2,7,3.91,5,3.61,6,3.48,7,3.64,7,3.51,7,3.66,1,3.7,5.7,0.3,7.4,3.9,5.7,6,6.1,1.2,6.8,8.9,6.2,3.3,4.4,9,Very active,7,Very active,7,Veryactive,9,Veryactive,1,Less Active,4,Active,7,Very Active,1,7/23/2016,1,8/25/2016
11841,161.322,123456,0.81,0.6,0.43,0.55,High risk,2,3.82,1,4.21,6,3.9,7,4.28,3,4.17,4,4.05,4,3.94,3,3.2,0,3.91,6,3.61,3,3.48,7,3.64,3,3.51,0,3.66,1,4,5.7,6.1,7.4,3.9,5.7,0.1,6.1,8.7,6.8,0.8,6.2,5.9,4.4,6,Very active,8,Very active,9,Veryactive,3,active,7,Very active,4,Active,8,Very Active,1,7/17/2016,1,8/18/2016
11911,161.322,123456,0.75,0.7,0.46,0.58,High risk,6,3.82,7,4.21,3,3.9,4,4.28,3,4.17,1,4.05,2,3.94,7,3.2,3,3.91,4,3.61,3,3.48,1,3.64,2,3.51,4,3.66,4,6.2,5.7,2.2,7.4,3.1,5.7,4,6.1,7.6,6.8,0.3,6.2,2.5,4.4,1,LessActive,4,Active,5,Active,4,active,7,Very active,3,Active,1,Less Active,1,7/24/2016,1,8/30/2016
11853,161.322,123456,0.47,0.9,0.5,0.62,High risk,6,3.82,3,4.21,2,3.9,4,4.28,4,4.17,6,4.05,5,3.94,0,3.2,2,3.91,7,3.61,0,3.48,6,3.64,7,3.51,2,3.66,1,1.8,5.7,3.2,7.4,1.8,5.7,7.3,6.1,2.6,6.8,7.6,6.2,6.5,4.4,5,Active,1,Active,2,lessactive,7,Veryactive,1,Less Active,3,Active,9,Very Active,1,7/24/2016,1,8/23/2016
11920,161.322,123456,0.77,0.9,0.59,0.67,Medium risk,6,3.82,7,4.21,4,3.9,7,4.28,7,4.17,3,4.05,1,3.94,0,3.2,0,3.91,4,3.61,2,3.48,6,3.64,5,3.51,3,3.66,2,9.7,5.7,4.9,7.4,8.9,5.7,3.9,6.1,2.3,6.8,1.8,6.2,4.4,4.4,9,Very active,6,Very active,9,Veryactive,9,Veryactive,4,Active,3,Active,6,Very Active,1,7/15/2016,1,8/29/2016
11857,161.322,123456,0.18,0.6,0.63,0.67,Medium risk,6,3.82,1,4.21,5,3.9,1,4.28,7,4.17,6,4.05,4,3.94,2,3.2,5,3.91,2,3.61,3,3.48,1,3.64,2,3.51,5,3.66,1,4.4,5.7,0.3,7.4,2.9,5.7,5.4,6.1,0.5,6.8,3.1,6.2,6.2,4.4,7,Very active,5,Active,3,Active,8,Veryactive,7,Very active,9,Very Active,8,Very Active,1,7/21/2016,1,8/22/2016
11953,161.322,123456,0.05,0.8,0.65,0.7,Medium risk,5,3.82,3,4.21,6,3.9,7,4.28,6,4.17,7,4.05,4,3.94,4,3.2,7,3.91,0,3.61,6,3.48,3,3.64,4,3.51,4,3.66,5,1.9,5.7,5.2,7.4,0,5.7,6.8,6.1,1.1,6.8,9.3,6.2,9.6,4.4,2,LessActive,5,Active,8,Veryactive,3,active,7,Very active,2,Less Active,2,Less Active,1,7/22/2016,1,8/27/2016
11987,161.322,123456,0.6,0.8,0.65,0.7,Medium risk,2,3.82,4,4.21,4,3.9,5,4.28,4,4.17,5,4.05,5,3.94,1,3.2,5,3.91,4,3.61,0,3.48,7,3.64,7,3.51,6,3.66,5,2.1,5.7,6.1,7.4,8.5,5.7,4.5,6.1,7.6,6.8,3.4,6.2,1.4,4.4,2,LessActive,8,Very active,8,Veryactive,2,lessactive,5,Active,9,Very Active,6,Very Active,1,7/23/2016,1,8/30/2016
12015,161.322,123456,0.61,0.6,0.66,0.69,Medium risk,7,3.82,7,4.21,6,3.9,2,4.28,6,4.17,5,4.05,3,3.94,6,3.2,5,3.91,4,3.61,4,3.48,5,3.64,1,3.51,6,3.66,2,7.7,5.7,8,7.4,8.5,5.7,2.3,6.1,2.9,6.8,6.5,6.2,9.5,4.4,7,Very active,8,Very active,4,Active,5,active,9,Very active,1,Less Active,5,Active,1,7/29/2016,1,8/25/2016
11874,161.322,123456,0.98,0.8,0.69,0.72,Medium risk,4,3.82,2,4.21,4,3.9,6,4.28,2,4.17,1,4.05,2,3.94,4,3.2,7,3.91,7,3.61,4,3.48,7,3.64,7,3.51,6,3.66,3,5.8,5.7,5.1,7.4,8.9,5.7,1.6,6.1,6.8,6.8,9.6,6.2,9.5,4.4,9,Very active,8,Very active,2,lessactive,9,Veryactive,6,Very active,2,Less Active,5,Active,1,7/24/2016,1,8/19/2016
11827,161.322,123456,0.7,0.5,0.73,0.72,Medium risk,3,3.82,4,4.21,7,3.9,5,4.28,1,4.17,6,4.05,1,3.94,6,3.2,2,3.91,1,3.61,2,3.48,2,3.64,4,3.51,3,3.66,4,4.7,5.7,2.1,7.4,5,5.7,0.2,6.1,7.6,6.8,8.5,6.2,8.3,4.4,7,Very active,4,Active,1,lessactive,8,Veryactive,5,Active,7,Very Active,1,Less Active,1,7/27/2016,1,8/31/2016
12001,161.322,123456,0.24,0.9,0.78,0.78,Medium risk,5,3.82,7,4.21,7,3.9,6,4.28,6,4.17,6,4.05,7,3.94,1,3.2,5,3.91,4,3.61,0,3.48,2,3.64,4,3.51,2,3.66,1,9.8,5.7,5.2,7.4,3.1,5.7,2.2,6.1,5.4,6.8,3.4,6.2,6.2,4.4,6,Very active,5,Active,5,Active,7,Veryactive,9,Very active,1,Less Active,7,Very Active,1,7/28/2016,1,8/28/2016
11898,161.322,123456,0.19,0.9,0.84,0.82,Low risk,3,3.82,7,4.21,1,3.9,4,4.28,4,4.17,3,4.05,1,3.94,0,3.2,7,3.91,7,3.61,4,3.48,6,3.64,4,3.51,7,3.66,3,0.1,5.7,4.1,7.4,6.8,5.7,0.5,6.1,7.3,6.8,2.1,6.2,8.8,4.4,7,Very active,4,Active,8,Veryactive,6,Veryactive,9,Very active,2,Less Active,8,Very Active,1,7/29/2016,1,8/25/2016
11900,161.322,123456,0.2,1,0.36,0.54,High risk,3,3.82,7,4.21,3,3.9,4,4.28,1,4.17,1,4.05,7,3.94,1,3.2,1,3.91,2,3.61,3,3.48,0,3.64,4,3.51,0,3.66,1,6.9,5.7,9.3,7.4,7.8,5.7,1.2,6.1,5.2,6.8,7.2,6.2,1.9,4.4,7,Very active,2,Active,9,Veryactive,7,Veryactive,3,Active,3,Active,1,Less Active,1,7/18/2016,1,8/30/2016
11944,161.322,123456,0.05,0.7,0.6,0.67,Medium risk,2,3.82,3,4.21,2,3.9,7,4.28,3,4.17,5,4.05,3,3.94,2,3.2,1,3.91,7,3.61,1,3.48,2,3.64,5,3.51,7,3.66,4,1.9,5.7,1.5,7.4,8.3,5.7,6.6,6.1,9.7,6.8,6,6.2,9.7,4.4,4,Active,9,Very active,9,Veryactive,2,lessactive,2,Less Active,5,Active,2,Less Active,1,7/24/2016,1,8/29/2016
11979,161.322,123456,0.29,0.8,0.6,0.67,Medium risk,5,3.82,1,4.21,2,3.9,5,4.28,7,4.17,5,4.05,7,3.94,2,3.2,2,3.91,5,3.61,1,3.48,1,3.64,2,3.51,2,3.66,5,4.6,5.7,6.1,7.4,6.3,5.7,6.1,6.1,1.9,6.8,8,6.2,2.7,4.4,7,Very active,8,Very active,5,Active,6,Veryactive,4,Active,1,Less Active,5,Active,1,7/22/2016,1,8/22/2016
12027,161.322,123456,0.17,0.7,0.7,0.73,Medium risk,6,3.82,6,4.21,2,3.9,6,4.28,6,4.17,7,4.05,1,3.94,2,3.2,7,3.91,2,3.61,4,3.48,4,3.64,6,3.51,7,3.66,4,7.3,5.7,6.1,7.4,0.8,5.7,6.6,6.1,1,6.8,5.3,6.2,3.5,4.4,6,Very active,6,Very active,5,Active,4,active,3,Active,3,Active,8,Very Active,1,7/20/2016,1,8/19/2016
11921,161.322,123456,0.63,1,0.73,0.77,Medium risk,5,3.82,6,4.21,1,3.9,6,4.28,4,4.17,3,4.05,4,3.94,6,3.2,2,3.91,1,3.61,4,3.48,3,3.64,4,3.51,0,3.66,5,2.1,5.7,4,7.4,6.5,5.7,2.9,6.1,7.5,6.8,7.8,6.2,0.8,4.4,9,Very active,9,Very active,7,Veryactive,6,Veryactive,5,Active,1,Less Active,8,Very Active,1,7/24/2016,1,8/17/2016
12011,161.322,123456,0.75,0.9,0.79,0.8,Medium risk,7,3.82,6,4.21,5,3.9,6,4.28,4,4.17,6,4.05,7,3.94,3,3.2,1,3.91,4,3.61,1,3.48,6,3.64,1,3.51,1,3.66,5,4.9,5.7,7,7.4,2,5.7,9,6.1,1.7,6.8,6.7,6.2,5.6,4.4,2,LessActive,3,Active,6,Veryactive,6,Veryactive,1,Less Active,2,Less Active,3,Active,1,7/14/2016,1,8/24/2016
12047,161.322,123456,0.39,0.8,0.45,0.59,High risk,1,3.82,5,4.21,3,3.9,2,4.28,4,4.17,7,4.05,2,3.94,1,3.2,2,3.91,3,3.61,0,3.48,3,3.64,1,3.51,3,3.66,4,2.5,5.7,4,7.4,6.3,5.7,3.4,6.1,0.7,6.8,6.3,6.2,0.3,4.4,9,Very active,7,Very active,4,Active,2,lessactive,5,Active,3,Active,3,Active,1,7/24/2016,1,8/18/2016
11983,161.322,123456,0.08,0.9,0.6,0.69,Medium risk,1,3.82,5,4.21,5,3.9,4,4.28,3,4.17,3,4.05,4,3.94,4,3.2,7,3.91,3,3.61,2,3.48,1,3.64,5,3.51,5,3.66,4,3.1,5.7,7.7,7.4,7.5,5.7,1.3,6.1,3.5,6.8,7.8,6.2,2.8,4.4,7,Very active,2,Active,8,Veryactive,2,lessactive,2,Less Active,2,Less Active,1,Less Active,1,7/15/2016,1,8/18/2016
11825,161.322,123456,0.56,0.8,0.61,0.69,Medium risk,5,3.82,2,4.21,1,3.9,4,4.28,7,4.17,6,4.05,4,3.94,4,3.2,3,3.91,4,3.61,6,3.48,1,3.64,6,3.51,0,3.66,1,8.6,5.7,7.8,7.4,3.2,5.7,7.3,6.1,5,6.8,0.4,6.2,0.9,4.4,4,Active,8,Very active,7,Veryactive,1,lessactive,7,Very active,3,Active,7,Very Active,1,7/29/2016,1,8/25/2016
11844,161.322,123456,0.44,0.9,0.66,0.73,Medium risk,1,3.82,2,4.21,1,3.9,6,4.28,1,4.17,6,4.05,1,3.94,6,3.2,0,3.91,3,3.61,1,3.48,3,3.64,7,3.51,2,3.66,1,9.5,5.7,8.3,7.4,5.9,5.7,9.9,6.1,0.8,6.8,9.6,6.2,6.9,4.4,9,Very active,4,Active,5,Active,4,active,7,Very active,9,Very Active,3,Active,1,7/29/2016,1,8/31/2016
11950,161.322,123456,0.74,0.7,0.71,0.74,Medium risk,2,3.82,7,4.21,1,3.9,5,4.28,2,4.17,7,4.05,5,3.94,4,3.2,7,3.91,6,3.61,1,3.48,4,3.64,2,3.51,1,3.66,4,9.9,5.7,7,7.4,3.5,5.7,3.2,6.1,2.8,6.8,7,6.2,9.5,4.4,3,Active,2,Active,2,lessactive,6,Veryactive,6,Very active,4,Active,6,Very Active,1,7/23/2016,1,8/27/2016
11916,161.322,123456,0.88,0.9,0.76,0.79,Medium risk,5,3.82,1,4.21,4,3.9,6,4.28,1,4.17,7,4.05,3,3.94,5,3.2,6,3.91,5,3.61,3,3.48,2,3.64,2,3.51,5,3.66,3,4.2,5.7,2.4,7.4,2.3,5.7,8.6,6.1,6,6.8,7.7,6.2,4,4.4,9,Very active,8,Very active,1,lessactive,3,active,9,Very active,8,Very Active,4,Active,1,7/15/2016,1,8/27/2016
11965,161.322,123456,0.97,0.7,0.9,0.86,Low risk,7,3.82,4,4.21,4,3.9,7,4.28,1,4.17,1,4.05,1,3.94,3,3.2,4,3.91,3,3.61,7,3.48,7,3.64,2,3.51,5,3.66,5,8.4,5.7,2.8,7.4,2.1,5.7,8.9,6.1,4.4,6.8,9.3,6.2,0.3,4.4,4,Active,3,Active,6,Veryactive,7,Veryactive,8,Very active,5,Active,7,Very Active,1,7/19/2016,1,8/21/2016
11858,161.322,123456,0.44,0.8,0.38,0.55,High risk,1,3.82,2,4.21,1,3.9,6,4.28,2,4.17,1,4.05,4,3.94,6,3.2,2,3.91,0,3.61,5,3.48,1,3.64,5,3.51,0,3.66,4,5.2,5.7,4.5,7.4,9.4,5.7,3.7,6.1,5.5,6.8,5,6.2,6.1,4.4,2,LessActive,8,Very active,1,lessactive,9,Veryactive,9,Very active,8,Very Active,7,Very Active,1,7/17/2016,1,8/24/2016
12006,161.322,123456,0.17,0.8,0.41,0.57,High risk,4,3.82,1,4.21,1,3.9,1,4.28,6,4.17,1,4.05,6,3.94,0,3.2,5,3.91,6,3.61,5,3.48,5,3.64,2,3.51,0,3.66,5,8.7,5.7,3.8,7.4,2.3,5.7,5.9,6.1,7.3,6.8,6.5,6.2,1.1,4.4,8,Very active,4,Active,1,lessactive,4,active,4,Active,4,Active,1,Less Active,1,7/19/2016,1,8/30/2016
12034,161.322,123456,0.23,0.8,0.5,0.63,High risk,3,3.82,4,4.21,6,3.9,7,4.28,7,4.17,7,4.05,6,3.94,3,3.2,0,3.91,0,3.61,7,3.48,5,3.64,0,3.51,5,3.66,3,0.2,5.7,4,7.4,3.5,5.7,10,6.1,1.7,6.8,6,6.2,6.8,4.4,8,Very active,4,Active,7,Veryactive,9,Veryactive,4,Active,7,Very Active,9,Very Active,1,7/23/2016,1,8/30/2016
11842,161.322,123456,0.05,0.8,0.54,0.65,High risk,5,3.82,7,4.21,2,3.9,2,4.28,7,4.17,7,4.05,3,3.94,0,3.2,7,3.91,4,3.61,0,3.48,4,3.64,4,3.51,2,3.66,4,4.1,5.7,9.8,7.4,6.1,5.7,0.9,6.1,9.1,6.8,8.1,6.2,1.2,4.4,1,LessActive,1,Active,4,Active,5,active,8,Very active,5,Active,7,Very Active,1,7/15/2016,1,8/31/2016
11999,161.322,123456,0.79,0.9,0.55,0.67,Medium risk,3,3.82,5,4.21,2,3.9,6,4.28,7,4.17,5,4.05,4,3.94,6,3.2,3,3.91,6,3.61,3,3.48,4,3.64,2,3.51,7,3.66,4,1.6,5.7,5.7,7.4,5.2,5.7,0.7,6.1,6.7,6.8,2.2,6.2,3.9,4.4,3,Active,4,Active,2,lessactive,3,active,1,Less Active,3,Active,2,Less Active,1,7/17/2016,1,8/23/2016
11980,161.322,123456,0,0.8,0.6,0.69,Medium risk,6,3.82,2,4.21,1,3.9,2,4.28,3,4.17,7,4.05,3,3.94,2,3.2,6,3.91,3,3.61,3,3.48,5,3.64,5,3.51,7,3.66,5,0.3,5.7,7.6,7.4,6.7,5.7,0.3,6.1,7.7,6.8,4,6.2,0.6,4.4,5,Active,9,Very active,4,Active,3,active,9,Very active,3,Active,7,Very Active,1,7/30/2016,1,8/25/2016
12056,161.322,123456,0.32,0.9,0.64,0.72,Medium risk,3,3.82,5,4.21,4,3.9,4,4.28,1,4.17,1,4.05,2,3.94,0,3.2,7,3.91,6,3.61,2,3.48,5,3.64,5,3.51,1,3.66,5,2.2,5.7,9.8,7.4,6.3,5.7,6.5,6.1,4.7,6.8,3,6.2,3.3,4.4,7,Very active,3,Active,4,Active,1,lessactive,7,Very active,1,Less Active,2,Less Active,1,7/18/2016,1,8/20/2016
